index,RegionName,State,CountyName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,mean
10,Austin,TX,Travis County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075.0,990.0,1045.0,1090.0,1250.0,1125.0,1190.0,1250.0,1340.0,1350.0,1300.0,1296.0,1308.5,1395.0,1425.0,1390.0,1395.0,1437.0,1425.0,1400.0,1395.0,1350.0,1345.0,1350.0,1350.0,1350.0,1400.0,1450.0,1500.0,1525.0,1519.0,1525.0,1529.0,1550.0,1500.0,1500.0,1525.0,1500.0,1400.0,1350.0,1450.0,1450.0,1430.0,1389.0,1340.0,1350.0,1350.0,1500.0,1550.0,1600.0,1650.0,1650.0,1695.0,1695.0,1650.0,1650.0,1645.0,1600.0,1599.0,1600.0,1630.0,1650.0,1675.0,1695.0,1700.0,1700.0,1700.0,1695.0,1695.0,1675.0,1675.0,1695.0,1695.0,1700.0,1730.0,1750.0,1775.0,1795.0,1775.0,1750.0,1775.0,1770.0,1750.0,1484.4464285714287
11,San Jose,CA,Santa Clara County,12,,,,,,,,,,,2200.0,2400.0,1995.0,2000.0,2150.0,2250.0,2200.0,2300.0,2350.0,2300.0,2300.0,2297.5,2250.0,2200.0,2100.0,2200.0,2200.0,2225.0,2200.0,2295.0,2300.0,2250.0,2250.0,2300.0,2250.0,2300.0,2300.0,2255.0,2295.0,2275.0,2300.0,2300.0,2395.0,2350.0,2500.0,2595.0,2550.0,2600.0,2495.0,2495.0,2499.0,2500.0,2600.0,2700.0,2700.0,2800.0,2800.0,2795.0,2800.0,2800.0,2800.0,2895.0,2850.0,2950.0,2997.5,3195.0,3150.0,3100.0,3195.0,3160.0,3100.0,3100.0,3095.0,3175.0,3100.0,3145.0,3170.0,3200.0,3200.0,3100.0,3000.0,2995.0,2995.0,3000.0,3099.0,3180.0,3200.0,3200.0,3300.0,3350.0,3395.0,3300.0,3250.0,3300.0,3300.0,3295.0,3300.0,3300.0,3300.0,3395.0,3400.0,3450.0,3500.0,3490.0,3400.0,3400.0,3400.0,3350.0,3400.0,3395.0,3400.0,3480.0,3500.0,3500.0,3500.0,3500.0,3425.0,3400.0,3395.0,3400.0,2825.135135135135
12,Jacksonville,FL,Duval County,13,,950.0,950.0,950.0,995.0,995.0,1000.0,1025.0,1000.0,1000.0,995.0,995.0,995.0,995.0,1000.0,1000.0,1000.0,1025.0,1025.0,1000.0,995.0,975.0,950.0,975.0,975.0,984.0,992.5,995.0,1000.0,1000.0,1000.0,1050.0,1000.0,999.0,999.0,995.0,1000.0,1000.0,1000.0,1025.0,1050.0,1050.0,1050.0,1075.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1075.0,1095.0,1095.0,1095.0,1075.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1075.0,1075.0,1095.0,1095.0,1095.0,1095.0,1095.0,1095.0,1095.0,1095.0,1095.0,1095.0,1100.0,1100.0,1110.0,1100.0,1150.0,1150.0,1139.0,1100.0,1100.0,1100.0,1100.0,1100.0,1125.0,1150.0,1150.0,1195.0,1200.0,1200.0,1195.0,1199.0,1195.0,1175.0,1175.0,1175.0,1200.0,1200.0,1225.0,1250.0,1250.0,1250.0,1240.0,1239.0,1250.0,1250.0,1250.0,1245.0,1250.0,1299.0,1299.0,1295.0,1300.0,1300.0,1300.0,1350.0,1348.0,1349.0,1088.7458333333334
13,Indianapolis,IN,Marion County,14,,,,,,,,,,,,,,800.0,799.0,825.0,800.0,750.0,750.0,775.0,750.0,750.0,775.0,795.0,795.0,800.0,775.0,775.0,765.0,775.0,775.0,775.0,785.0,775.0,775.0,750.0,750.0,775.0,795.0,800.0,800.0,800.0,850.0,850.0,804.0,795.0,800.0,825.0,850.0,850.0,850.0,850.0,875.0,850.0,895.0,900.0,875.0,899.5,850.0,850.0,850.0,900.0,900.0,932.5,950.0,925.0,900.0,900.0,895.0,850.0,850.0,850.0,850.0,850.0,900.0,950.0,950.0,950.0,1000.0,950.0,950.0,922.5,950.0,950.0,950.0,999.0,1000.0,1000.0,1050.0,1025.0,1040.0,1000.0,1050.0,1000.0,995.0,995.0,995.0,1000.0,1045.0,1050.0,1090.0,1000.0,1050.0,1050.0,1049.5,1000.0,995.0,995.0,995.0,990.0,1000.0,1025.0,1099.0,1100.0,1100.0,1149.0,1115.0,1115.0,1075.0,1050.0,898.6388888888889
14,San Francisco,CA,San Francisco County,15,,,,3300.0,3225.0,3200.0,3200.0,3087.5,3200.0,3200.0,3400.0,3500.0,3150.0,3000.0,3000.0,3000.0,2950.0,2999.5,3100.0,3200.0,3500.0,3495.0,3395.0,3328.5,3250.0,3450.0,3500.0,3350.0,3387.5,3600.0,3600.0,3380.0,3500.0,3380.0,3250.0,3485.0,3581.0,3597.5,3500.0,3450.0,3800.0,3800.0,3717.5,3555.0,3700.0,3950.0,3950.0,4000.0,3950.0,3800.0,3800.0,3850.0,4000.0,3950.0,4000.0,4097.5,4025.0,4300.0,4200.0,4500.0,4480.0,4500.0,4495.0,4450.0,4500.0,4599.5,4625.0,4800.0,4625.0,4600.0,4500.0,4450.0,4500.0,4600.0,4500.0,4500.0,4500.0,4500.0,4495.0,4300.0,4200.0,4200.0,4100.0,4100.0,4200.0,4495.0,4450.0,4400.0,4458.0,4395.0,4465.0,4495.0,4450.0,4495.0,4400.0,4400.0,4495.0,4471.5,4485.0,4500.0,4500.0,4500.0,4500.0,4550.0,4600.0,4500.0,4500.0,4500.0,4499.0,4500.0,4500.0,4551.0,4575.0,4603.0,4600.0,4586.5,4534.5,4500.0,4495.0,4382.5,3985.6101694915255
15,Charlotte,NC,Mecklenburg County,16,,995.0,995.0,995.0,995.0,1000.0,1000.0,995.0,995.0,990.0,995.0,975.0,950.0,950.0,950.0,985.0,1000.0,1000.0,1050.0,1000.0,1025.0,1000.0,995.0,995.0,1000.0,995.0,1000.0,1025.0,1050.0,1095.0,1100.0,1095.0,1075.0,1050.0,1050.0,1050.0,1050.0,1000.0,1025.0,1100.0,1147.0,1150.0,1125.0,1150.0,1125.0,1125.0,1100.0,1100.0,1077.5,1075.0,1095.0,1095.0,1120.0,1150.0,1150.0,1150.0,1150.0,1195.0,1194.0,1190.0,1195.0,1195.0,1200.0,1225.0,1250.0,1250.0,1250.0,1250.0,1250.0,1245.0,1225.0,1225.0,1250.0,1250.0,1250.0,1275.0,1275.0,1289.5,1295.0,1275.0,1295.0,1275.0,1295.0,1250.0,1300.0,1350.0,1395.0,1400.0,1400.0,1400.0,1425.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1415.0,1475.0,1450.0,1450.0,1450.0,1445.0,1447.0,1425.0,1425.0,1450.0,1454.0,1455.0,1495.0,1500.0,1500.0,1525.0,1530.0,1525.0,1500.0,1495.0,1500.0,1499.0,1201.5333333333333
16,Fort Worth,TX,Tarrant County,17,,,,,,,,,,,,,,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1200.0,1200.0,1200.0,1200.0,1225.0,1250.0,1200.0,1197.0,1200.0,1200.0,1200.0,1195.0,1195.0,1225.0,1200.0,1195.0,1195.0,1195.0,1200.0,1250.0,1280.0,1290.0,1250.0,1295.0,1290.0,1250.0,1295.0,1275.0,1265.0,1275.0,1289.0,1325.0,1350.0,1350.0,1350.0,1350.0,1300.0,1345.0,1350.0,1350.0,1350.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1400.0,1425.0,1449.5,1445.0,1425.0,1450.0,1450.0,1425.0,1425.0,1400.0,1400.0,1450.0,1450.0,1495.0,1500.0,1525.0,1550.0,1550.0,1550.0,1550.0,1525.0,1500.0,1500.0,1500.0,1525.0,1550.0,1595.0,1595.0,1595.0,1600.0,1600.0,1595.0,1575.0,1577.5,1595.0,1595.0,1595.0,1595.0,1600.0,1650.0,1650.0,1650.0,1650.0,1640.0,1600.0,1615.0,1600.0,1380.9259259259259
17,Tucson,AZ,Pima County,18,,,1100.0,1095.0,1075.0,1077.5,1095.0,1150.0,1095.0,1050.0,1095.0,1095.0,1025.0,1000.0,1050.0,1071.0,1095.0,1050.0,1050.0,1050.0,1050.0,1000.0,995.0,995.0,1000.0,995.0,1000.0,1050.0,1025.0,1050.0,1000.0,1000.0,1000.0,1000.0,1000.0,995.0,995.0,995.0,995.0,995.0,1000.0,1000.0,1000.0,995.0,1000.0,999.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1050.0,1050.0,1050.0,1050.0,1025.0,1000.0,1000.0,1000.0,1000.0,1000.0,1025.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1095.0,1100.0,1100.0,1100.0,1050.0,1095.0,1095.0,1070.0,1025.0,1067.5,1050.0,1050.0,1050.0,1100.0,1150.0,1200.0,1200.0,1195.0,1195.0,1150.0,1125.0,1100.0,1150.0,1150.0,1195.0,1200.0,1200.0,1200.0,1250.0,1250.0,1200.0,1200.0,1200.0,1195.0,1200.0,1200.0,1225.0,1250.0,1250.0,1295.0,1295.0,1300.0,1295.0,1295.0,1250.0,1250.0,1275.0,1285.0,1080.5336134453783
18,Columbus,OH,Franklin County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.0,950.0,1000.0,950.0,930.0,925.0,930.0,1000.0,950.0,925.0,950.0,999.0,1025.0,975.0,1000.0,1050.0,1010.0,1050.0,1009.0,1095.0,1095.0,1095.0,1009.0,1100.0,1100.0,1175.0,1100.0,1100.0,1150.0,1195.0,1200.0,1190.0,1150.0,1125.0,1079.0,1150.0,1195.0,1095.0,1075.0,1150.0,1189.0,1175.0,1250.0,1200.0,1217.0,1200.0,1199.0,1295.0,1300.0,1250.0,1222.0,1225.0,1250.0,1300.0,1345.0,1295.0,1295.0,1275.0,1300.0,1400.0,1399.0,1299.0,1250.0,1275.0,1300.0,1300.0,1350.0,1300.0,1300.0,1295.0,1295.0,1300.0,1300.0,1270.0,1255.0,1144.6052631578948
19,Louisville,KY,Jefferson County,20,,,,,,,,,,,,,,850.0,825.0,825.0,750.0,765.0,900.0,899.5,899.0,850.0,799.0,800.0,750.0,795.0,795.0,795.0,795.0,775.0,775.0,800.0,795.0,799.0,849.5,800.0,800.0,795.0,800.0,800.0,800.0,795.0,795.0,800.0,850.0,875.0,810.0,875.0,800.0,800.0,825.0,825.0,900.0,900.0,900.0,900.0,900.0,895.0,899.0,895.0,900.0,899.0,950.0,950.0,950.0,950.0,995.0,950.0,950.0,925.0,900.0,900.0,950.0,950.0,950.0,950.0,950.0,975.0,995.0,959.5,995.0,975.0,978.5,997.5,995.0,999.0,1050.0,1100.0,1120.0,1150.0,1095.0,1100.0,1095.0,1075.0,1050.0,1045.0,1025.0,1095.0,1100.0,1195.0,1195.0,1195.0,1195.0,1150.0,1100.0,1099.0,1095.0,1095.0,1095.0,1100.0,1145.0,1195.0,1200.0,1200.0,1199.0,1195.0,1199.0,1150.0,1150.0,1125.0,945.8379629629629
20,Orlando,FL,Orange County,21,,,1250.0,1250.0,1100.0,985.0,997.5,1125.0,1150.0,1100.0,1075.0,1050.0,1017.0,1025.0,1100.0,1095.0,1095.0,1100.0,1100.0,1150.0,1095.0,1095.0,1050.0,1050.0,1050.0,1050.0,1095.0,1095.0,1099.0,1100.0,1150.0,1100.0,1100.0,1100.0,1095.0,1099.0,1100.0,1100.0,1100.0,1150.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1250.0,1275.0,1275.0,1275.0,1250.0,1225.0,1250.0,1250.0,1275.0,1275.0,1295.0,1300.0,1297.0,1320.0,1325.0,1325.0,1300.0,1325.0,1325.0,1300.0,1300.0,1325.0,1350.0,1352.5,1395.0,1395.0,1395.0,1370.0,1300.0,1300.0,1350.0,1350.0,1375.0,1398.0,1400.0,1450.0,1450.0,1475.0,1495.0,1450.0,1450.0,1425.0,1425.0,1450.0,1475.0,1495.0,1500.0,1550.0,1585.0,1600.0,1595.0,1550.0,1550.0,1550.0,1571.0,1550.0,1550.0,1575.0,1595.0,1600.0,1600.0,1625.0,1600.0,1599.0,1595.0,1600.0,1595.0,1599.0,1284.873949579832
21,El Paso,TX,El Paso County,22,,,,,,,,,,,,,,,,1300.0,1250.0,1200.0,1200.0,1195.0,1200.0,1200.0,1175.0,1200.0,1200.0,1200.0,1200.0,1200.0,1195.0,1200.0,1195.0,1150.0,1100.0,1100.0,1095.0,1050.0,1025.0,1025.0,1050.0,1095.0,1095.0,1100.0,1100.0,1100.0,1100.0,1100.0,1065.0,1100.0,1095.0,1095.0,1090.0,1095.0,1150.0,1150.0,1150.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1125.0,1150.0,1150.0,1150.0,1150.0,1150.0,1125.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1150.0,1125.0,1100.0,1095.0,1095.0,1075.0,1082.5,1095.0,1099.0,1100.0,1100.0,1150.0,1150.0,1125.0,1100.0,1100.0,1095.0,1075.0,1075.0,1075.0,1050.0,1100.0,1100.0,1100.0,1150.0,1150.0,1125.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1150.0,1150.0,1200.0,1200.0,1170.0,1150.0,1100.0,1125.0,1175.0,1113.8066037735848
